DataNo;Date;Time;Millisecond;Urms-1;Urms-2;Urms-3;Urms-SIGMA;Irms-1;Irms-2;Irms-3;Irms-SIGMA;P-1;P-2;P-3;P-SIGMA;FreqU-1;FreqI-1;Q-1;Q-2;Q-3;Q-SIGMA;S-1;S-2;S-3;S-SIGMA;PF-1;PF-2;PF-3;PF-SIGMA;Uthd-1;Uthd-2;Uthd-3;Ithd-1;Ithd-2;Ithd-3;CfU-1;CfU-2;CfU-3;CfI-1;CfI-2;CfI-3;Idc-1;Idc-2;Idc-3;I(k)-1-Total;I(k)-2-Total;I(k)-3-Total;U(k)-1-Total;U(k)-2-Total;U(k)-3-Total;U(k)-1-500
240;2025/08/20;13:56:47;237;245,890 ;245,783 ;245,660 ;245,778 ;0,28605E+03;0,28788E+03;0,29215E+03;0,28869E+03;36,533E+03;37,115E+03;37,603E+03;111,251E+03;57,019 ;57,026 ;60,105E+03;60,240E+03;61,130E+03;181,476E+03;70,337E+03;70,756E+03;71,770E+03;212,863E+03;0,51940 ;0,52455 ;0,52394 ;0,52264 ;39,269 ;39,871 ;40,192 ;16,787 ;16,396 ;16,642 ;1,592 ;1,596 ;1,607 ;1,820 ;1,808 ;1,796 ;-0,00068E+03;0,00052E+03;0,00003E+03;0,28350E+03;0,29471E+03;0,29915E+03;240,795 ;239,883 ;239,902 ;NAN
241;2025/08/20;13:56:47;736;245,913 ;245,780 ;245,662 ;245,785 ;0,28828E+03;0,28971E+03;0,29399E+03;0,29066E+03;36,622E+03;37,177E+03;37,599E+03;111,398E+03;57,027 ;57,017 ;60,700E+03;60,730E+03;61,663E+03;183,093E+03;70,892E+03;71,206E+03;72,222E+03;214,320E+03;0,51659 ;0,52210 ;0,52060 ;0,51977 ;39,361 ;39,783 ;39,888 ;16,789 ;16,895 ;16,623 ;1,599 ;1,599 ;1,606 ;1,816 ;1,811 ;1,779 ;0,00055E+03;-0,00041E+03;0,00017E+03;0,28316E+03;0,28057E+03;0,29217E+03;239,196 ;238,837 ;238,854 ;NAN
242;2025/08/20;13:56:48;237;245,630 ;245,481 ;245,361 ;245,490 ;0,28532E+03;0,28697E+03;0,29104E+03;0,28778E+03;36,590E+03;37,179E+03;37,608E+03;111,377E+03;57,020 ;57,013 ;59,772E+03;59,837E+03;60,705E+03;180,313E+03;70,082E+03;70,446E+03;71,411E+03;211,939E+03;0,52210 ;0,52776 ;0,52664 ;0,52551 ;39,616 ;39,890 ;39,538 ;16,698 ;16,955 ;16,663 ;1,612 ;1,613 ;1,594 ;1,819 ;1,796 ;1,780 ;-0,00006E+03;-0,00009E+03;-0,00006E+03;0,28402E+03;0,28408E+03;0,29425E+03;239,633 ;239,306 ;240,091 ;NAN
243;2025/08/20;13:56:48;737;245,844 ;245,697 ;245,607 ;245,716 ;0,28585E+03;0,28786E+03;0,29150E+03;0,28840E+03;36,483E+03;37,182E+03;37,590E+03;111,255E+03;57,026 ;57,032 ;60,064E+03;60,164E+03;60,932E+03;181,160E+03;70,276E+03;70,726E+03;71,594E+03;212,596E+03;0,51914 ;0,52572 ;0,52504 ;0,52332 ;39,690 ;39,837 ;39,948 ;16,505 ;16,686 ;16,932 ;1,605 ;1,596 ;1,605 ;1,796 ;1,771 ;1,797 ;0,00116E+03;0,00042E+03;0,00039E+03;0,29109E+03;0,29174E+03;0,29254E+03;240,166 ;240,006 ;239,692 ;NAN
244;2025/08/20;13:56:49;237;245,939 ;245,802 ;245,675 ;245,805 ;0,28817E+03;0,29003E+03;0,29435E+03;0,29085E+03;36,646E+03;37,209E+03;37,714E+03;111,569E+03;57,023 ;57,018 ;60,663E+03;60,808E+03;61,701E+03;183,172E+03;70,873E+03;71,289E+03;72,314E+03;214,476E+03;0,51706 ;0,52195 ;0,52153 ;0,52019 ;40,104 ;39,708 ;39,888 ;17,052 ;16,716 ;16,748 ;1,601 ;1,602 ;1,603 ;1,803 ;1,809 ;1,779 ;-0,00057E+03;-0,00049E+03;-0,00102E+03;0,27750E+03;0,28481E+03;0,29350E+03;238,948 ;239,157 ;238,742 ;NAN
245;2025/08/20;13:56:49;736;245,635 ;245,522 ;245,390 ;245,516 ;0,28509E+03;0,28699E+03;0,29105E+03;0,28771E+03;36,525E+03;37,125E+03;37,600E+03;111,249E+03;57,025 ;57,018 ;59,749E+03;59,889E+03;60,722E+03;180,360E+03;70,029E+03;70,463E+03;71,421E+03;211,912E+03;0,52157 ;0,52688 ;0,52645 ;0,52498 ;39,497 ;39,975 ;39,643 ;16,830 ;16,985 ;16,596 ;1,615 ;1,600 ;1,603 ;1,820 ;1,799 ;1,796 ;0,00010E+03;0,00017E+03;0,00049E+03;0,28457E+03;0,28228E+03;0,29160E+03;240,371 ;240,287 ;240,121 ;NAN
246;2025/08/20;13:56:50;236;245,753 ;245,637 ;245,525 ;245,638 ;0,28534E+03;0,28701E+03;0,29129E+03;0,28788E+03;36,518E+03;37,080E+03;37,544E+03;111,142E+03;57,021 ;57,022 ;59,864E+03;59,962E+03;60,872E+03;180,698E+03;70,123E+03;70,501E+03;71,518E+03;212,143E+03;0,52077 ;0,52595 ;0,52495 ;0,52390 ;39,571 ;39,835 ;39,693 ;16,554 ;16,963 ;16,709 ;1,595 ;1,604 ;1,599 ;1,827 ;1,814 ;1,814 ;-0,00005E+03;0,00060E+03;0,00001E+03;0,29304E+03;0,28994E+03;0,30172E+03;240,486 ;240,498 ;240,367 ;NAN
247;2025/08/20;13:56:50;736;246,002 ;245,887 ;245,754 ;245,881 ;0,28786E+03;0,28994E+03;0,29379E+03;0,29053E+03;36,489E+03;37,157E+03;37,611E+03;111,257E+03;57,029 ;57,020 ;60,688E+03;60,843E+03;61,630E+03;183,161E+03;70,813E+03;71,292E+03;72,200E+03;214,305E+03;0,51528 ;0,52120 ;0,52092 ;0,51915 ;40,112 ;39,663 ;39,966 ;16,864 ;16,692 ;16,675 ;1,592 ;1,600 ;1,620 ;1,797 ;1,801 ;1,808 ;-0,00065E+03;-0,00067E+03;-0,00065E+03;0,28493E+03;0,28763E+03;0,29582E+03;239,224 ;239,735 ;238,612 ;NAN
248;2025/08/20;13:56:51;235;245,724 ;245,578 ;245,466 ;245,589 ;0,28652E+03;0,28801E+03;0,29265E+03;0,28906E+03;36,662E+03;37,138E+03;37,656E+03;111,457E+03;57,021 ;57,012 ;60,106E+03;60,193E+03;61,173E+03;181,473E+03;70,405E+03;70,728E+03;71,834E+03;212,967E+03;0,52073 ;0,52509 ;0,52421 ;0,52335 ;40,192 ;39,783 ;39,948 ;16,739 ;16,956 ;16,738 ;1,607 ;1,596 ;1,606 ;1,801 ;1,788 ;1,778 ;-0,00015E+03;-0,00026E+03;-0,00041E+03;0,28289E+03;0,28042E+03;0,29160E+03;239,975 ;239,491 ;239,872 ;NAN
249;2025/08/20;13:56:51;736;245,688 ;245,547 ;245,423 ;245,553 ;0,28516E+03;0,28659E+03;0,29045E+03;0,28740E+03;36,522E+03;37,135E+03;37,481E+03;111,138E+03;57,024 ;57,009 ;59,788E+03;59,775E+03;60,635E+03;180,198E+03;70,060E+03;70,371E+03;71,284E+03;211,715E+03;0,52130 ;0,52770 ;0,52579 ;0,52494 ;39,645 ;39,235 ;39,598 ;16,658 ;16,671 ;16,478 ;1,600 ;1,609 ;1,591 ;1,801 ;1,797 ;1,795 ;-0,00016E+03;0,00037E+03;0,00035E+03;0,28930E+03;0,28944E+03;0,29738E+03;239,768 ;240,206 ;240,040 ;NAN
250;2025/08/20;13:56:52;237;245,943 ;245,853 ;245,729 ;245,841 ;0,28675E+03;0,28884E+03;0,29256E+03;0,28939E+03;36,428E+03;37,131E+03;37,533E+03;111,092E+03;57,024 ;57,032 ;60,388E+03;60,532E+03;61,315E+03;182,235E+03;70,525E+03;71,013E+03;71,890E+03;213,428E+03;0,51653 ;0,52288 ;0,52208 ;0,52051 ;39,884 ;39,754 ;39,653 ;16,718 ;16,467 ;16,736 ;1,592 ;1,617 ;1,602 ;1,846 ;1,820 ;1,813 ;-0,00017E+03;-0,00026E+03;0,00061E+03;0,28882E+03;0,29398E+03;0,29709E+03;239,943 ;240,046 ;240,531 ;NAN
251;2025/08/20;13:56:52;737;245,856 ;245,758 ;245,624 ;245,746 ;0,28788E+03;0,28993E+03;0,29374E+03;0,29052E+03;36,567E+03;37,243E+03;37,672E+03;111,483E+03;57,024 ;57,024 ;60,598E+03;60,745E+03;61,533E+03;182,876E+03;70,777E+03;71,253E+03;72,149E+03;214,179E+03;0,51666 ;0,52269 ;0,52214 ;0,52051 ;39,813 ;39,698 ;39,966 ;16,922 ;16,928 ;16,778 ;1,598 ;1,596 ;1,592 ;1,812 ;1,797 ;1,804 ;0,00002E+03;0,00063E+03;-0,00024E+03;0,27829E+03;0,27983E+03;0,28711E+03;239,519 ;238,763 ;238,126 ;NAN
252;2025/08/20;13:56:53;235;245,695 ;245,573 ;245,451 ;245,573 ;0,28586E+03;0,28792E+03;0,29140E+03;0,28839E+03;36,523E+03;37,254E+03;37,613E+03;111,389E+03;57,023 ;57,022 ;59,992E+03;60,095E+03;60,835E+03;180,923E+03;70,235E+03;70,705E+03;71,524E+03;212,464E+03;0,52001 ;0,52688 ;0,52588 ;0,52427 ;39,981 ;39,856 ;39,779 ;16,804 ;16,757 ;16,873 ;1,611 ;1,602 ;1,591 ;1,792 ;1,802 ;1,795 ;-0,00044E+03;-0,00049E+03;-0,00011E+03;0,28365E+03;0,28440E+03;0,29015E+03;240,315 ;240,234 ;239,405 ;NAN
253;2025/08/20;13:56:53;737;245,855 ;245,685 ;245,610 ;245,716 ;0,28608E+03;0,28730E+03;0,29156E+03;0,28831E+03;36,519E+03;37,068E+03;37,458E+03;111,045E+03;57,024 ;57,031 ;60,110E+03;60,068E+03;61,033E+03;181,211E+03;70,334E+03;70,585E+03;71,611E+03;212,530E+03;0,51923 ;0,52515 ;0,52308 ;0,52249 ;39,637 ;40,222 ;39,640 ;16,643 ;16,898 ;16,822 ;1,599 ;1,605 ;1,601 ;1,795 ;1,796 ;1,773 ;-0,00021E+03;-0,00010E+03;-0,00027E+03;0,28741E+03;0,28810E+03;0,29313E+03;240,092 ;239,595 ;239,861 ;NAN
254;2025/08/20;13:56:54;236;245,923 ;245,785 ;245,655 ;245,788 ;0,28736E+03;0,28948E+03;0,29340E+03;0,29008E+03;36,500E+03;37,149E+03;37,623E+03;111,272E+03;57,025 ;57,018 ;60,513E+03;60,680E+03;61,476E+03;182,668E+03;70,668E+03;71,149E+03;72,075E+03;213,892E+03;0,51649 ;0,52214 ;0,52200 ;0,52023 ;40,004 ;39,581 ;39,528 ;16,979 ;16,561 ;16,583 ;1,590 ;1,594 ;1,602 ;1,833 ;1,785 ;1,774 ;-0,00108E+03;0,00006E+03;0,00006E+03;0,28292E+03;0,28461E+03;0,29632E+03;238,962 ;239,327 ;239,294 ;NAN
255;2025/08/20;13:56:54;737;245,755 ;245,640 ;245,498 ;245,631 ;0,28676E+03;0,28895E+03;0,29266E+03;0,28946E+03;36,501E+03;37,191E+03;37,634E+03;111,327E+03;57,024 ;57,017 ;60,283E+03;60,454E+03;61,202E+03;181,939E+03;70,472E+03;70,977E+03;71,848E+03;213,297E+03;0,51795 ;0,52398 ;0,52381 ;0,52193 ;39,990 ;38,727 ;40,002 ;16,747 ;16,773 ;16,740 ;1,602 ;1,614 ;1,600 ;1,822 ;1,806 ;1,799 ;0,00057E+03;0,00026E+03;0,00018E+03;0,28414E+03;0,28280E+03;0,29085E+03;240,403 ;240,150 ;239,136 ;NAN
256;2025/08/20;13:56:55;235;245,642 ;245,516 ;245,395 ;245,518 ;0,28470E+03;0,28657E+03;0,29033E+03;0,28720E+03;36,501E+03;37,163E+03;37,548E+03;111,212E+03;57,022 ;57,020 ;59,653E+03;59,741E+03;60,548E+03;179,941E+03;69,934E+03;70,357E+03;71,245E+03;211,536E+03;0,52193 ;0,52821 ;0,52703 ;0,52574 ;39,665 ;39,162 ;40,009 ;16,624 ;16,911 ;16,812 ;1,605 ;1,598 ;1,608 ;1,813 ;1,806 ;1,785 ;0,00022E+03;-0,00020E+03;-0,00012E+03;0,28861E+03;0,28598E+03;0,29581E+03;240,410 ;240,037 ;240,302 ;NAN
257;2025/08/20;13:56:55;736;245,876 ;245,770 ;245,650 ;245,765 ;0,28618E+03;0,28829E+03;0,29214E+03;0,28887E+03;36,429E+03;37,101E+03;37,557E+03;111,086E+03;57,023 ;57,029 ;60,202E+03;60,362E+03;61,153E+03;181,717E+03;70,366E+03;70,852E+03;71,765E+03;212,983E+03;0,51770 ;0,52363 ;0,52333 ;0,52157 ;40,023 ;39,575 ;39,992 ;16,752 ;16,496 ;16,715 ;1,603 ;1,618 ;1,602 ;1,819 ;1,811 ;1,792 ;-0,00065E+03;-0,00009E+03;-0,00036E+03;0,28942E+03;0,29560E+03;0,29886E+03;239,716 ;240,243 ;240,382 ;NAN
258;2025/08/20;13:56:56;237;245,933 ;245,774 ;245,669 ;245,792 ;0,28711E+03;0,28892E+03;0,29312E+03;0,28972E+03;36,411E+03;36,989E+03;37,474E+03;110,874E+03;57,028 ;57,020 ;60,499E+03;60,615E+03;61,491E+03;182,604E+03;70,610E+03;71,009E+03;72,010E+03;213,630E+03;0,51566 ;0,52091 ;0,52040 ;0,51900 ;40,065 ;39,952 ;39,813 ;16,709 ;16,836 ;16,631 ;1,606 ;1,595 ;1,597 ;1,812 ;1,783 ;1,785 ;0,00004E+03;0,00019E+03;0,00064E+03;0,28510E+03;0,28252E+03;0,29151E+03;239,136 ;239,480 ;239,780 ;NAN
259;2025/08/20;13:56:56;737;245,879 ;245,746 ;245,600 ;245,742 ;0,28497E+03;0,28670E+03;0,29007E+03;0,28724E+03;35,992E+03;36,723E+03;36,997E+03;109,712E+03;57,027 ;57,017 ;60,117E+03;60,127E+03;60,882E+03;181,126E+03;70,067E+03;70,455E+03;71,242E+03;211,764E+03;0,51368 ;0,52123 ;0,51932 ;0,51809 ;39,475 ;39,835 ;39,706 ;16,351 ;16,748 ;16,867 ;1,600 ;1,619 ;1,606 ;1,802 ;1,789 ;1,782 ;0,00072E+03;-0,00020E+03;-0,00111E+03;0,29131E+03;0,28857E+03;0,29150E+03;240,517 ;240,191 ;239,567 ;NAN
260;2025/08/20;13:56:57;236;246,285 ;246,175 ;246,054 ;246,172 ;0,28434E+03;0,28676E+03;0,29012E+03;0,28708E+03;35,405E+03;36,178E+03;36,571E+03;108,154E+03;57,034 ;57,038 ;60,421E+03;60,619E+03;61,306E+03;182,346E+03;70,030E+03;70,594E+03;71,385E+03;212,009E+03;0,50557 ;0,51248 ;0,51230 ;0,51014 ;39,571 ;40,113 ;39,759 ;16,636 ;16,791 ;16,851 ;1,617 ;1,610 ;1,602 ;1,811 ;1,806 ;1,801 ;-0,00075E+03;0,00025E+03;0,00077E+03;0,28692E+03;0,28402E+03;0,29025E+03;239,866 ;239,392 ;239,725 ;NAN
261;2025/08/20;13:56:57;737;246,253 ;246,158 ;246,013 ;246,141 ;0,28319E+03;0,28535E+03;0,28913E+03;0,28589E+03;35,101E+03;35,762E+03;36,207E+03;107,069E+03;57,029 ;57,024 ;60,259E+03;60,457E+03;61,224E+03;181,939E+03;69,736E+03;70,242E+03;71,129E+03;211,107E+03;0,50334 ;0,50912 ;0,50903 ;0,50718 ;40,433 ;39,619 ;40,080 ;16,825 ;17,145 ;16,767 ;1,604 ;1,604 ;1,595 ;1,817 ;1,813 ;1,791 ;-0,00006E+03;-0,00045E+03;-0,00008E+03;0,28170E+03;0,27674E+03;0,28722E+03;239,096 ;240,145 ;239,938 ;NAN
262;2025/08/20;13:56:58;236;246,342 ;246,209 ;246,092 ;246,214 ;0,28221E+03;0,28439E+03;0,28790E+03;0,28484E+03;34,928E+03;35,640E+03;36,031E+03;106,599E+03;57,026 ;57,020 ;60,109E+03;60,272E+03;61,004E+03;181,385E+03;69,520E+03;70,021E+03;70,851E+03;210,391E+03;0,50242 ;0,50899 ;0,50856 ;0,50667 ;39,887 ;40,004 ;39,939 ;16,689 ;16,635 ;16,978 ;1,597 ;1,601 ;1,605 ;1,824 ;1,791 ;1,789 ;0,00086E+03;0,00020E+03;0,00036E+03;0,28443E+03;0,28477E+03;0,28719E+03;240,788 ;240,006 ;240,523 ;NAN
263;2025/08/20;13:56:58;737;246,414 ;246,259 ;246,147 ;246,273 ;0,28214E+03;0,28374E+03;0,28750E+03;0,28446E+03;34,977E+03;35,623E+03;35,955E+03;106,555E+03;57,022 ;57,027 ;60,085E+03;60,111E+03;60,951E+03;181,147E+03;69,524E+03;69,874E+03;70,766E+03;210,164E+03;0,50309 ;0,50983 ;0,50809 ;0,50701 ;39,750 ;39,844 ;39,026 ;16,801 ;16,655 ;16,707 ;1,600 ;1,591 ;1,612 ;1,802 ;1,793 ;1,805 ;-0,00067E+03;0,00026E+03;-0,00085E+03;0,28098E+03;0,28461E+03;0,28968E+03;240,629 ;239,827 ;240,334 ;NAN
264;2025/08/20;13:56:59;237;246,097 ;245,977 ;245,868 ;245,981 ;0,28095E+03;0,28245E+03;0,28699E+03;0,28346E+03;35,033E+03;35,512E+03;36,006E+03;106,551E+03;57,023 ;57,020 ;59,608E+03;59,714E+03;60,683E+03;180,006E+03;69,141E+03;69,476E+03;70,562E+03;209,178E+03;0,50670 ;0,51114 ;0,51028 ;0,50938 ;39,833 ;40,127 ;39,637 ;16,838 ;16,994 ;16,533 ;1,602 ;1,600 ;1,597 ;1,802 ;1,781 ;1,797 ;0,00016E+03;0,00044E+03;-0,00024E+03;0,27960E+03;0,27798E+03;0,28796E+03;240,327 ;239,780 ;240,045 ;NAN
265;2025/08/20;13:56:59;738;246,478 ;246,346 ;246,215 ;246,346 ;0,28290E+03;0,28476E+03;0,28798E+03;0,28521E+03;34,911E+03;35,675E+03;35,929E+03;106,515E+03;57,021 ;57,021 ;60,359E+03;60,400E+03;61,128E+03;181,888E+03;69,728E+03;70,149E+03;70,905E+03;210,783E+03;0,50067 ;0,50856 ;0,50672 ;0,50533 ;39,841 ;39,794 ;40,074 ;16,429 ;17,025 ;16,994 ;1,607 ;1,603 ;1,602 ;1,846 ;1,819 ;1,807 ;-0,00148E+03;-0,00022E+03;0,00070E+03;0,28734E+03;0,28037E+03;0,28660E+03;240,084 ;240,271 ;240,222 ;NAN
266;2025/08/20;13:57:00;235;246,209 ;246,087 ;245,956 ;246,084 ;0,28244E+03;0,28453E+03;0,28840E+03;0,28512E+03;35,048E+03;35,679E+03;36,137E+03;106,864E+03;57,024 ;57,011 ;60,062E+03;60,247E+03;61,039E+03;181,348E+03;69,540E+03;70,019E+03;70,934E+03;210,493E+03;0,50400 ;0,50956 ;0,50945 ;0,50769 ;39,863 ;39,846 ;39,948 ;16,831 ;16,661 ;16,785 ;1,603 ;1,592 ;1,602 ;1,825 ;1,822 ;1,806 ;0,00141E+03;-0,00045E+03;-0,00033E+03;0,27910E+03;0,28136E+03;0,28630E+03;239,841 ;240,125 ;240,301 ;NAN
267;2025/08/20;13:57:00;736;246,317 ;246,200 ;246,103 ;246,207 ;0,28036E+03;0,28243E+03;0,28669E+03;0,28316E+03;34,894E+03;35,455E+03;36,002E+03;106,352E+03;57,020 ;57,033 ;59,594E+03;59,817E+03;60,679E+03;180,090E+03;69,058E+03;69,535E+03;70,556E+03;209,149E+03;0,50529 ;0,50989 ;0,51027 ;0,50850 ;39,816 ;39,978 ;39,903 ;16,795 ;16,542 ;16,706 ;1,594 ;1,612 ;1,594 ;1,821 ;1,834 ;1,824 ;0,00094E+03;0,00036E+03;-0,00064E+03;0,28777E+03;0,28991E+03;0,29502E+03;241,318 ;240,590 ;240,421 ;NAN
268;2025/08/20;13:57:01;237;246,502 ;246,388 ;246,256 ;246,382 ;0,28321E+03;0,28544E+03;0,28930E+03;0,28599E+03;34,934E+03;35,577E+03;36,059E+03;106,570E+03;57,026 ;57,014 ;60,443E+03;60,668E+03;61,443E+03;182,554E+03;69,813E+03;70,330E+03;71,242E+03;211,385E+03;0,50040 ;0,50586 ;0,50614 ;0,50415 ;39,976 ;40,014 ;39,630 ;16,773 ;16,940 ;16,413 ;1,607 ;1,595 ;1,595 ;1,816 ;1,793 ;1,797 ;-0,00070E+03;-0,00037E+03;0,00028E+03;0,28283E+03;0,27990E+03;0,29014E+03;240,226 ;239,032 ;239,844 ;NAN
269;2025/08/20;13:57:01;736;246,201 ;246,055 ;245,926 ;246,061 ;0,28143E+03;0,28357E+03;0,28688E+03;0,28396E+03;34,940E+03;35,683E+03;36,026E+03;106,649E+03;57,019 ;57,016 ;59,834E+03;59,958E+03;60,659E+03;180,452E+03;69,289E+03;69,773E+03;70,551E+03;209,612E+03;0,50426 ;0,51142 ;0,51064 ;0,50879 ;39,900 ;39,685 ;40,174 ;16,466 ;17,039 ;17,130 ;1,605 ;1,604 ;1,604 ;1,812 ;1,813 ;1,792 ;0,00090E+03;-0,00023E+03;0,00062E+03;0,28210E+03;0,27656E+03;0,28011E+03;240,142 ;240,873 ;239,545 ;NAN
270;2025/08/20;13:57:02;236;246,259 ;246,121 ;246,021 ;246,134 ;0,28092E+03;0,28254E+03;0,28682E+03;0,28343E+03;34,982E+03;35,519E+03;35,994E+03;106,494E+03;57,023 ;57,022 ;59,682E+03;59,783E+03;60,694E+03;180,160E+03;69,179E+03;69,538E+03;70,565E+03;209,282E+03;0,50567 ;0,51078 ;0,51009 ;0,50886 ;39,774 ;39,714 ;40,241 ;16,748 ;16,493 ;16,798 ;1,609 ;1,592 ;1,613 ;1,833 ;1,804 ;1,812 ;0,00026E+03;0,00027E+03;-0,00017E+03;0,28497E+03;0,28982E+03;0,29031E+03;240,953 ;240,615 ;240,549 ;NAN
271;2025/08/20;13:57:02;738;246,465 ;246,308 ;246,194 ;246,322 ;0,28286E+03;0,28498E+03;0,28847E+03;0,28544E+03;34,915E+03;35,639E+03;36,013E+03;106,567E+03;57,022 ;57,026 ;60,342E+03;60,473E+03;61,210E+03;182,025E+03;69,716E+03;70,193E+03;71,019E+03;210,927E+03;0,50082 ;0,50772 ;0,50709 ;0,50523 ;40,045 ;39,871 ;39,823 ;16,939 ;16,718 ;16,843 ;1,595 ;1,594 ;1,604 ;1,827 ;1,802 ;1,809 ;-0,00027E+03;-0,00002E+03;-0,00068E+03;0,28113E+03;0,28351E+03;0,28964E+03;240,220 ;239,934 ;239,738 ;NAN
272;2025/08/20;13:57:03;237;246,197 ;246,097 ;245,973 ;246,089 ;0,28133E+03;0,28348E+03;0,28753E+03;0,28412E+03;34,945E+03;35,546E+03;36,061E+03;106,553E+03;57,024 ;57,020 ;59,801E+03;60,029E+03;60,841E+03;180,671E+03;69,263E+03;69,764E+03;70,725E+03;209,752E+03;0,50453 ;0,50952 ;0,50988 ;0,50799 ;39,893 ;40,130 ;39,765 ;16,816 ;17,072 ;16,687 ;1,598 ;1,620 ;1,599 ;1,828 ;1,791 ;1,799 ;-0,00073E+03;0,00010E+03;0,00054E+03;0,27946E+03;0,27572E+03;0,28491E+03;240,023 ;238,839 ;239,831 ;NAN
273;2025/08/20;13:57:03;738;246,385 ;246,262 ;246,123 ;246,257 ;0,28202E+03;0,28438E+03;0,28748E+03;0,28463E+03;34,892E+03;35,691E+03;36,025E+03;106,608E+03;57,020 ;57,019 ;60,089E+03;60,255E+03;60,899E+03;181,242E+03;69,485E+03;70,032E+03;70,757E+03;210,273E+03;0,50216 ;0,50964 ;0,50914 ;0,50700 ;39,555 ;39,731 ;40,127 ;16,366 ;16,998 ;17,133 ;1,609 ;1,596 ;1,603 ;1,809 ;1,796 ;1,787 ;-0,00022E+03;-0,00003E+03;0,00002E+03;0,28788E+03;0,27983E+03;0,28320E+03;240,068 ;240,523 ;239,697 ;NAN
274;2025/08/20;13:57:04;237;246,376 ;246,242 ;246,124 ;246,247 ;0,28177E+03;0,28385E+03;0,28753E+03;0,28438E+03;34,907E+03;35,584E+03;36,007E+03;106,497E+03;57,024 ;57,023 ;60,006E+03;60,159E+03;60,922E+03;181,087E+03;69,420E+03;69,895E+03;70,767E+03;210,083E+03;0,50283 ;0,50910 ;0,50880 ;0,50693 ;39,812 ;39,860 ;40,154 ;16,747 ;16,520 ;16,920 ;1,594 ;1,622 ;1,600 ;1,821 ;1,808 ;1,793 ;-0,00046E+03;-0,00004E+03;-0,00044E+03;0,28195E+03;0,28699E+03;0,28749E+03;240,628 ;240,129 ;240,507 ;NAN
275;2025/08/20;13:57:04;737;246,294 ;246,142 ;246,045 ;246,160 ;0,28187E+03;0,28356E+03;0,28776E+03;0,28440E+03;34,988E+03;35,548E+03;36,004E+03;106,539E+03;57,020 ;57,023 ;59,960E+03;60,066E+03;60,965E+03;180,992E+03;69,422E+03;69,797E+03;70,802E+03;210,021E+03;0,50399 ;0,50931 ;0,50851 ;0,50728 ;39,842 ;40,104 ;39,924 ;16,903 ;16,693 ;16,671 ;1,614 ;1,608 ;1,599 ;1,814 ;1,793 ;1,792 ;0,00057E+03;-0,00026E+03;-0,00002E+03;0,28028E+03;0,28225E+03;0,28792E+03;240,523 ;240,621 ;239,958 ;NAN
276;2025/08/20;13:57:05;236;246,361 ;246,271 ;246,150 ;246,261 ;0,28195E+03;0,28381E+03;0,28852E+03;0,28476E+03;35,014E+03;35,482E+03;36,084E+03;106,581E+03;57,023 ;57,020 ;59,992E+03;60,217E+03;61,169E+03;181,378E+03;69,462E+03;69,894E+03;71,019E+03;210,375E+03;0,50407 ;0,50766 ;0,50809 ;0,50662 ;39,760 ;40,277 ;39,736 ;16,721 ;16,937 ;16,559 ;1,603 ;1,607 ;1,600 ;1,800 ;1,813 ;1,792 ;0,00022E+03;0,00038E+03;0,00007E+03;0,28276E+03;0,27955E+03;0,28947E+03;240,414 ;239,598 ;240,643 ;NAN
277;2025/08/20;13:57:05;736;246,206 ;246,090 ;245,969 ;246,089 ;0,28068E+03;0,28286E+03;0,28607E+03;0,28320E+03;34,861E+03;35,635E+03;35,955E+03;106,450E+03;57,019 ;57,024 ;59,668E+03;59,796E+03;60,484E+03;179,947E+03;69,105E+03;69,609E+03;70,363E+03;209,077E+03;0,50446 ;0,51193 ;0,51099 ;0,50914 ;39,462 ;39,946 ;39,996 ;16,320 ;16,819 ;17,124 ;1,614 ;1,594 ;1,599 ;1,818 ;1,806 ;1,792 ;-0,00114E+03;-0,00069E+03;0,00026E+03;0,28912E+03;0,28470E+03;0,28390E+03;240,845 ;240,891 ;239,911 ;NAN
278;2025/08/20;13:57:06;236;246,376 ;246,231 ;246,108 ;246,238 ;0,28332E+03;0,28506E+03;0,28847E+03;0,28562E+03;34,991E+03;35,719E+03;35,997E+03;106,707E+03;57,025 ;57,020 ;60,400E+03;60,423E+03;61,193E+03;182,017E+03;69,804E+03;70,191E+03;70,995E+03;210,991E+03;0,50127 ;0,50888 ;0,50704 ;0,50574 ;39,583 ;39,887 ;39,922 ;16,679 ;16,690 ;16,938 ;1,600 ;1,595 ;1,617 ;1,818 ;1,794 ;1,802 ;0,00070E+03;0,00068E+03;-0,00049E+03;0,28167E+03;0,28335E+03;0,28519E+03;239,880 ;240,353 ;239,530 ;NAN
279;2025/08/20;13:57:06;737;246,292 ;246,159 ;246,039 ;246,163 ;0,28276E+03;0,28458E+03;0,28829E+03;0,28521E+03;35,022E+03;35,680E+03;36,042E+03;106,745E+03;57,021 ;57,017 ;60,194E+03;60,285E+03;61,090E+03;181,569E+03;69,641E+03;70,053E+03;70,930E+03;210,623E+03;0,50290 ;0,50934 ;0,50814 ;0,50680 ;40,007 ;40,041 ;39,852 ;16,913 ;16,724 ;16,635 ;1,600 ;1,598 ;1,612 ;1,851 ;1,841 ;1,833 ;-0,00056E+03;-0,00014E+03;0,00029E+03;0,28202E+03;0,28399E+03;0,28916E+03;241,011 ;240,284 ;240,413 ;NAN
